datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,18-24,48,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,25-29,108,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,30-34,102,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,35-39,112,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,40-44,170,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,45-49,156,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,50-54,127,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,55-59,96,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,60-64,85,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,65-69,79,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,70-74,48,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,75-79,19,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,80+,24,0
2020-12-27,Comirnaty,CZ010,Hlavní město Praha,nezařazeno,2,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,25-29,3,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,30-34,7,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,35-39,8,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,40-44,6,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,45-49,10,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,50-54,14,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,55-59,11,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,60-64,10,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,65-69,2,0
2020-12-27,Comirnaty,CZ064,Jihomoravský kraj,80+,1,0
2020-12-27,Comirnaty,CZ080,Moravskoslezský kraj,40-44,1,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,18-24,58,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,25-29,109,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,30-34,123,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,35-39,111,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,40-44,167,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,45-49,183,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,50-54,134,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,55-59,109,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,60-64,108,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,65-69,96,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,70-74,67,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,75-79,17,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,80+,36,0
2020-12-28,Comirnaty,CZ010,Hlavní město Praha,nezařazeno,1,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,18-24,20,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,25-29,83,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,30-34,103,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,35-39,105,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,40-44,126,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,45-49,143,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,50-54,104,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,55-59,92,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,60-64,72,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,65-69,42,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,70-74,13,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,75-79,8,0
2020-12-28,Comirnaty,CZ064,Jihomoravský kraj,80+,62,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,18-24,44,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,25-29,113,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,30-34,123,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,35-39,128,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,40-44,141,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,45-49,177,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,50-54,150,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,55-59,140,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,60-64,103,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,65-69,89,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,70-74,68,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,75-79,27,0
2020-12-29,Comirnaty,CZ010,Hlavní město Praha,80+,43,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,18-24,52,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,25-29,156,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,30-34,117,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,35-39,163,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,40-44,241,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,45-49,227,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,50-54,175,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,55-59,162,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,60-64,126,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,65-69,76,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,70-74,30,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,75-79,27,0
2020-12-29,Comirnaty,CZ064,Jihomoravský kraj,80+,237,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,0-17,1,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,18-24,9,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,25-29,36,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,30-34,34,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,35-39,31,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,40-44,47,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,45-49,54,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,50-54,33,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,55-59,32,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,60-64,16,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,65-69,12,0
2020-12-29,Comirnaty,CZ080,Moravskoslezský kraj,70-74,1,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,18-24,64,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,25-29,135,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,30-34,112,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,35-39,114,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,40-44,198,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,45-49,179,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,50-54,149,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,55-59,160,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,60-64,140,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,65-69,87,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,70-74,38,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,75-79,14,0
2020-12-30,Comirnaty,CZ010,Hlavní město Praha,80+,28,0
2020-12-30,Comirnaty,CZ042,Ústecký kraj,30-34,3,0
2020-12-30,Comirnaty,CZ042,Ústecký kraj,35-39,1,0
2020-12-30,Comirnaty,CZ042,Ústecký kraj,45-49,2,0
2020-12-30,Comirnaty,CZ042,Ústecký kraj,50-54,3,0
2020-12-30,Comirnaty,CZ042,Ústecký kraj,55-59,2,0
2020-12-30,Comirnaty,CZ042,Ústecký kraj,60-64,3,0
2020-12-30,Comirnaty,CZ042,Ústecký kraj,65-69,1,0
2020-12-30,Comirnaty,CZ042,Ústecký kraj,70-74,1,0
2020-12-30,Comirnaty,CZ042,Ústecký kraj,75-79,1,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,18-24,37,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,25-29,128,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,30-34,101,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,35-39,132,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,40-44,213,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,45-49,201,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,50-54,160,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,55-59,161,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,60-64,112,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,65-69,58,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,70-74,46,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,75-79,45,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,80+,151,0
2020-12-30,Comirnaty,CZ064,Jihomoravský kraj,nezařazeno,1,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,18-24,12,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,25-29,44,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,30-34,43,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,35-39,69,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,40-44,76,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,45-49,65,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,50-54,50,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,55-59,52,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,60-64,39,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,65-69,16,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,70-74,7,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,75-79,6,0
2020-12-30,Comirnaty,CZ080,Moravskoslezský kraj,80+,5,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,18-24,15,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,25-29,11,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,30-34,21,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,35-39,29,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,40-44,21,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,45-49,23,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,50-54,25,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,55-59,20,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,60-64,25,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,65-69,24,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,70-74,21,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,75-79,10,0
2020-12-31,Comirnaty,CZ010,Hlavní město Praha,80+,13,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,25-29,2,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,30-34,4,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,35-39,2,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,40-44,1,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,45-49,2,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,50-54,2,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,55-59,1,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,60-64,1,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,65-69,1,0
2020-12-31,Comirnaty,CZ020,Středočeský kraj,75-79,2,0
2020-12-31,Comirnaty,CZ032,Plzeňský kraj,25-29,1,0
2020-12-31,Comirnaty,CZ032,Plzeňský kraj,30-34,1,0
2020-12-31,Comirnaty,CZ032,Plzeňský kraj,35-39,1,0
2020-12-31,Comirnaty,CZ032,Plzeňský kraj,45-49,3,0
2020-12-31,Comirnaty,CZ032,Plzeňský kraj,50-54,2,0
2020-12-31,Comirnaty,CZ032,Plzeňský kraj,60-64,2,0
2020-12-31,Comirnaty,CZ032,Plzeňský kraj,65-69,2,0
2020-12-31,Comirnaty,CZ032,Plzeňský kraj,70-74,2,0
2020-12-31,Comirnaty,CZ032,Plzeňský kraj,75-79,1,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,18-24,6,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,25-29,18,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,30-34,10,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,35-39,18,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,40-44,16,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,45-49,22,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,50-54,11,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,55-59,11,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,60-64,8,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,65-69,7,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,70-74,2,0
2020-12-31,Comirnaty,CZ042,Ústecký kraj,80+,1,0
2020-12-31,Comirnaty,CZ053,Pardubický kraj,35-39,3,0
2020-12-31,Comirnaty,CZ053,Pardubický kraj,40-44,2,0
2020-12-31,Comirnaty,CZ053,Pardubický kraj,45-49,3,0
2020-12-31,Comirnaty,CZ053,Pardubický kraj,55-59,1,0
2020-12-31,Comirnaty,CZ053,Pardubický kraj,60-64,1,0
2020-12-31,Comirnaty,CZ053,Pardubický kraj,70-74,1,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,0-17,1,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,18-24,14,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,25-29,49,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,30-34,49,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,35-39,36,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,40-44,78,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,45-49,77,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,50-54,60,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,55-59,57,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,60-64,34,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,65-69,21,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,70-74,25,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,75-79,39,0
2020-12-31,Comirnaty,CZ064,Jihomoravský kraj,80+,99,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,18-24,9,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,25-29,29,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,30-34,21,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,35-39,26,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,40-44,37,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,45-49,27,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,50-54,19,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,55-59,21,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,60-64,9,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,65-69,5,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,70-74,2,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,75-79,1,0
2020-12-31,Comirnaty,CZ071,Olomoucký kraj,80+,5,0
2020-12-31,Comirnaty,CZ080,Moravskoslezský kraj,35-39,1,0
2020-12-31,Comirnaty,CZ080,Moravskoslezský kraj,40-44,1,0
2020-12-31,Comirnaty,CZ080,Moravskoslezský kraj,45-49,6,0
2020-12-31,Comirnaty,CZ080,Moravskoslezský kraj,50-54,3,0
2020-12-31,Comirnaty,CZ080,Moravskoslezský kraj,55-59,1,0
2020-12-31,Comirnaty,CZ080,Moravskoslezský kraj,60-64,5,0
2020-12-31,Comirnaty,CZ080,Moravskoslezský kraj,65-69,2,0
2020-12-31,Comirnaty,CZ080,Moravskoslezský kraj,70-74,1,0
2020-12-31,Comirnaty,CZ080,Moravskoslezský kraj,75-79,4,0
2021-01-01,Comirnaty,CZ032,Plzeňský kraj,18-24,1,0
2021-01-01,Comirnaty,CZ032,Plzeňský kraj,25-29,4,0
2021-01-01,Comirnaty,CZ032,Plzeňský kraj,30-34,6,0
2021-01-01,Comirnaty,CZ032,Plzeňský kraj,35-39,6,0
2021-01-01,Comirnaty,CZ032,Plzeňský kraj,40-44,5,0
2021-01-01,Comirnaty,CZ032,Plzeňský kraj,45-49,7,0
2021-01-01,Comirnaty,CZ032,Plzeňský kraj,50-54,5,0
2021-01-01,Comirnaty,CZ032,Plzeňský kraj,55-59,1,0
2021-01-01,Comirnaty,CZ032,Plzeňský kraj,60-64,2,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,18-24,4,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,25-29,6,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,30-34,2,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,35-39,5,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,40-44,12,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,45-49,15,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,50-54,16,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,55-59,14,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,60-64,9,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,65-69,4,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,70-74,1,0
2021-01-01,Comirnaty,CZ042,Ústecký kraj,75-79,1,0
2021-01-01,Comirnaty,CZ063,Kraj Vysočina,25-29,2,0
2021-01-01,Comirnaty,CZ063,Kraj Vysočina,30-34,2,0
2021-01-01,Comirnaty,CZ063,Kraj Vysočina,35-39,2,0
2021-01-01,Comirnaty,CZ063,Kraj Vysočina,40-44,7,0
2021-01-01,Comirnaty,CZ063,Kraj Vysočina,45-49,1,0
2021-01-01,Comirnaty,CZ063,Kraj Vysočina,50-54,2,0
2021-01-01,Comirnaty,CZ063,Kraj Vysočina,55-59,4,0
2021-01-01,Comirnaty,CZ063,Kraj Vysočina,60-64,4,0
2021-01-01,Comirnaty,CZ064,Jihomoravský kraj,18-24,1,0
2021-01-01,Comirnaty,CZ064,Jihomoravský kraj,30-34,3,0
2021-01-01,Comirnaty,CZ064,Jihomoravský kraj,35-39,5,0
2021-01-01,Comirnaty,CZ064,Jihomoravský kraj,40-44,7,0
2021-01-01,Comirnaty,CZ064,Jihomoravský kraj,45-49,6,0
2021-01-01,Comirnaty,CZ064,Jihomoravský kraj,50-54,4,0
2021-01-01,Comirnaty,CZ064,Jihomoravský kraj,55-59,2,0
2021-01-01,Comirnaty,CZ064,Jihomoravský kraj,65-69,2,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,25-29,4,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,30-34,3,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,35-39,10,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,40-44,14,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,45-49,11,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,50-54,8,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,55-59,7,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,60-64,9,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,65-69,5,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,70-74,5,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,75-79,1,0
2021-01-01,Comirnaty,CZ071,Olomoucký kraj,80+,2,0
2021-01-01,Comirnaty,CZ072,Zlínský kraj,80+,1,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,18-24,13,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,25-29,39,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,30-34,33,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,35-39,34,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,40-44,48,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,45-49,50,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,50-54,47,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,55-59,46,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,60-64,45,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,65-69,20,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,70-74,12,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,75-79,11,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,80+,8,0
2021-01-02,Comirnaty,CZ010,Hlavní město Praha,nezařazeno,3,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,18-24,11,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,25-29,27,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,30-34,18,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,35-39,25,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,40-44,43,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,45-49,35,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,50-54,24,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,55-59,23,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,60-64,14,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,65-69,9,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,70-74,2,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,75-79,1,0
2021-01-02,Comirnaty,CZ020,Středočeský kraj,80+,1,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,18-24,1,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,25-29,8,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,30-34,3,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,35-39,4,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,40-44,15,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,45-49,9,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,50-54,2,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,55-59,9,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,60-64,6,0
2021-01-02,Comirnaty,CZ032,Plzeňský kraj,70-74,1,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,18-24,3,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,25-29,7,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,30-34,6,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,35-39,7,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,40-44,15,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,45-49,20,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,50-54,10,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,55-59,6,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,60-64,11,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,65-69,5,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,70-74,3,0
2021-01-02,Comirnaty,CZ042,Ústecký kraj,80+,1,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,18-24,1,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,25-29,11,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,30-34,11,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,35-39,16,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,40-44,16,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,45-49,22,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,50-54,16,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,55-59,12,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,60-64,8,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,65-69,8,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,70-74,2,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,75-79,1,0
2021-01-02,Comirnaty,CZ052,Královéhradecký kraj,80+,2,0
2021-01-02,Comirnaty,CZ053,Pardubický kraj,40-44,1,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,18-24,2,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,25-29,7,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,30-34,7,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,35-39,13,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,40-44,25,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,45-49,20,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,50-54,14,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,55-59,13,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,60-64,7,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,65-69,3,0
2021-01-02,Comirnaty,CZ063,Kraj Vysočina,70-74,2,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,18-24,1,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,25-29,14,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,30-34,22,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,35-39,17,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,40-44,22,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,45-49,24,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,50-54,15,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,55-59,6,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,60-64,11,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,65-69,3,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,70-74,2,0
2021-01-02,Comirnaty,CZ064,Jihomoravský kraj,75-79,1,0
2021-01-02,Comirnaty,CZ071,Olomoucký kraj,25-29,4,0
2021-01-02,Comirnaty,CZ071,Olomoucký kraj,30-34,5,0
2021-01-02,Comirnaty,CZ071,Olomoucký kraj,35-39,10,0
2021-01-02,Comirnaty,CZ071,Olomoucký kraj,40-44,12,0
2021-01-02,Comirnaty,CZ071,Olomoucký kraj,45-49,15,0
2021-01-02,Comirnaty,CZ071,Olomoucký kraj,50-54,16,0
2021-01-02,Comirnaty,CZ071,Olomoucký kraj,55-59,11,0
2021-01-02,Comirnaty,CZ071,Olomoucký kraj,60-64,3,0
2021-01-02,Comirnaty,CZ071,Olomoucký kraj,65-69,2,0
2021-01-03,Comirnaty,CZ010,Hlavní město Praha,18-24,11,0
2021-01-03,Comirnaty,CZ010,Hlavní město Praha,25-29,26,0
2021-01-03,Comirnaty,CZ010,Hlavní město Praha,30-34,35,0
2021-01-03,Comirnaty,CZ010,Hlavní město Praha,35-39,27,0
